,material
2065,Y1Ba2Cu2.94Fe0.06O6.85
2066,Y1Ba2Cu2.94Fe0.06O6.89
2067,Y1Ba2Cu2.94Fe0.06O6.929
2068,Y1Ba2Cu2.94Fe0.06O6.954
2069,Y1Ba2Cu2.94Fe0.06O7
2070,Y1Ba2Cu2.94Fe0.06O7.254
2071,Y1Ba2Cu2.94Ga0.06O7
2072,Y1Ba2Cu2.94Li0.06O6.6
2073,Y1Ba2Cu2.94Li0.06O7
2074,Y1Ba2Cu2.94Mn0.06O7
2075,Y1Ba2Cu2.94Ni0.06O6.56
2076,Y1Ba2Cu2.94Ni0.06O6.6
2077,Y1Ba2Cu2.94Ni0.06O6.64
2078,Y1Ba2Cu2.94Ni0.06O6.7
2079,Y1Ba2Cu2.94Ni0.06O6.78
2080,Y1Ba2Cu2.94Ni0.06O6.9
2081,Y1Ba2Cu2.94Ni0.06O6.94
2082,Y1Ba2Cu2.94Ni0.06O6.97
2083,Y1Ba2Cu2.94Ni0.06O7
2084,Y1Ba2Cu2.94Ni0.06O7.01
2085,Y1Ba2Cu2.94P0.06O7
2086,Y1Ba2Cu2.94Ti0.06O6.91
2087,Y1Ba2Cu2.94Zn0.06O6.59
2088,Y1Ba2Cu2.94Zn0.06O6.63
2089,Y1Ba2Cu2.94Zn0.06O6.65
2090,Y1Ba2Cu2.94Zn0.06O6.68
2091,Y1Ba2Cu2.94Zn0.06O6.7
2092,Y1Ba2Cu2.94Zn0.06O6.73
2093,Y1Ba2Cu2.94Zn0.06O6.75
2094,Y1Ba2Cu2.94Zn0.06O6.76
2095,Y1Ba2Cu2.94Zn0.06O6.77
2096,Y1Ba2Cu2.94Zn0.06O6.83
2097,Y1Ba2Cu2.94Zn0.06O6.84
2098,Y1Ba2Cu2.94Zn0.06O6.9
2099,Y1Ba2Cu2.94Zn0.06O6.93
2100,Y1Ba2Cu2.94Zn0.06O6.95
2101,Y1Ba2Cu2.94Zn0.06O6.96
2102,Y1Ba2Cu2.94Zn0.06O6.97
2103,Y1Ba2Cu2.94Zn0.06O7
2104,Y1Ba2Cu2.94Zr0.06O6.81
2105,Y1Ba2Cu2.954Zn0.047O7
2106,Y1Ba2Cu2.955Au0.045O7
2107,Y1Ba2Cu2.955Co0.045O7
2108,Y1Ba2Cu2.955Fe0.045O6.89
2109,Y1Ba2Cu2.955Fe0.045O6.93
2110,Y1Ba2Cu2.955Fe0.045O7
2111,Y1Ba2Cu2.955Mn0.045O7
2112,Y1Ba2Cu2.955Ni0.045O6.95
2113,Y1Ba2Cu2.955Zn0.045O7
2114,Y1Ba2Cu2.95Al0.05O6.93
2115,Y1Ba2Cu2.95Al0.05O7
2116,Y1Ba2Cu2.95Co0.05O6.88
2117,Y1Ba2Cu2.95Co0.05O6.92
2118,Y1Ba2Cu2.95Fe0.05O6.55
2119,Y1Ba2Cu2.95Fe0.05O6.6
2120,Y1Ba2Cu2.95Fe0.05O6.64
2121,Y1Ba2Cu2.95Fe0.05O6.69
2122,Y1Ba2Cu2.95Fe0.05O6.73
2123,Y1Ba2Cu2.95Fe0.05O6.79
2124,Y1Ba2Cu2.95Fe0.05O6.84
2125,Y1Ba2Cu2.95Fe0.05O6.9
2126,Y1Ba2Cu2.95Fe0.05O6.92
2127,Y1Ba2Cu2.95Ga0.05O6.69
2128,Y1Ba2Cu2.95Gd0.05O7
2129,Y1Ba2Cu2.95Ni0.05O6.93
2130,Y1Ba2Cu2.95Ni0.05O6.94
2131,Y1Ba2Cu2.95Ni0.05O7
2132,Y1Ba2Cu2.95Zn0.05O6.52
2133,Y1Ba2Cu2.95Zn0.05O6.56
2134,Y1Ba2Cu2.95Zn0.05O6.62
2135,Y1Ba2Cu2.95Zn0.05O6.63
2136,Y1Ba2Cu2.95Zn0.05O6.69
2137,Y1Ba2Cu2.95Zn0.05O6.7
2138,Y1Ba2Cu2.95Zn0.05O6.72
2139,Y1Ba2Cu2.95Zn0.05O6.75
2140,Y1Ba2Cu2.95Zn0.05O6.8
2141,Y1Ba2Cu2.95Zn0.05O6.85
2142,Y1Ba2Cu2.95Zn0.05O6.94
2143,Y1Ba2Cu2.961Co0.039O7
2144,Y1Ba2Cu2.961Zn0.039O6.7
2145,Y1Ba2Cu2.961Zn0.039O6.78
2146,Y1Ba2Cu2.96Co0.04O7
2147,Y1Ba2Cu2.96Fe0.04O7
2148,Y1Ba2Cu2.96Zn0.04O7
2149,Y1Ba2Cu2.975Ni0.025O7
2150,Y1Ba2Cu2.975Zn0.025O6.85
2151,Y1Ba2Cu2.975Zn0.025O6.93
2152,Y1Ba2Cu2.9775Zn0.0225O6.93
2153,Y1Ba2Cu2.979Zn0.021O7
2154,Y1Ba2Cu2.97Al0.03O7
2155,Y1Ba2Cu2.97Co0.03O6.96
2156,Y1Ba2Cu2.97Co0.03O7
2157,Y1Ba2Cu2.97Fe0.03O7
2158,Y1Ba2Cu2.97Ga0.03O7
2159,Y1Ba2Cu2.97Gd0.03O7
2160,Y1Ba2Cu2.97Li0.03O6.6
2161,Y1Ba2Cu2.97Li0.03O7
2162,Y1Ba2Cu2.97Mn0.03O7
2163,Y1Ba2Cu2.97Ni0.03O6.94
2164,Y1Ba2Cu2.97Ni0.03O7
2165,Y1Ba2Cu2.97P0.03O7
2166,Y1Ba2Cu2.97Ti0.03O6.92
2167,Y1Ba2Cu2.97Zn0.03O6.59
2168,Y1Ba2Cu2.97Zn0.03O6.63
2169,Y1Ba2Cu2.97Zn0.03O6.67
2170,Y1Ba2Cu2.97Zn0.03O6.68
2171,Y1Ba2Cu2.97Zn0.03O6.7
2172,Y1Ba2Cu2.97Zn0.03O6.75
2173,Y1Ba2Cu2.97Zn0.03O6.76
2174,Y1Ba2Cu2.97Zn0.03O6.77
2175,Y1Ba2Cu2.97Zn0.03O6.85
2176,Y1Ba2Cu2.97Zn0.03O6.9
2177,Y1Ba2Cu2.97Zn0.03O6.93
2178,Y1Ba2Cu2.97Zn0.03O6.95
2179,Y1Ba2Cu2.97Zn0.03O6.97
2180,Y1Ba2Cu2.97Zn0.03O6.98
2181,Y1Ba2Cu2.97Zn0.03O7
2182,Y1Ba2Cu2.982Zn0.018O6.75
2183,Y1Ba2Cu2.982Zn0.018O6.78
2184,Y1Ba2Cu2.982Zn0.018O6.9
2185,Y1Ba2Cu2.982Zn0.018O7
2186,Y1Ba2Cu2.984Zn0.016O7
2187,Y1Ba2Cu2.985Fe0.015O7
2188,Y1Ba2Cu2.985Ni0.015O6.92
2189,Y1Ba2Cu2.985Zn0.015O6.95
2190,Y1Ba2Cu2.985Zn0.015O7
2191,Y1Ba2Cu2.988Zn0.012O6.75
2192,Y1Ba2Cu2.988Zn0.012O7
2193,Y1Ba2Cu2.98Co0.02O6.9
2194,Y1Ba2Cu2.98Fe0.02O6.93
2195,Y1Ba2Cu2.98Fe0.02O7
2196,Y1Ba2Cu2.98Gd0.02O7
2197,Y1Ba2Cu2.98Ni0.02O6.94
2198,Y1Ba2Cu2.98Ni0.02O6.95
2199,Y1Ba2Cu2.98Ni0.02O7
2200,Y1Ba2Cu2.98Zn0.02O7
2201,Y1Ba2Cu2.98Zr0.02O6.84
2202,Y1Ba2Cu2.98Zr0.2O6.75
2203,Y1Ba2Cu2.9907Zn0.0093O6.95
2204,Y1Ba2Cu2.9925Zn0.0075O6.92
2205,Y1Ba2Cu2.993Zn0.007O7
2206,Y1Ba2Cu2.994Zn0.006O6.63
2207,Y1Ba2Cu2.9955Zn0.0045O6.95
2208,Y1Ba2Cu2.99Gd0.01O7
2209,Y1Ba2Cu2.99Zn0.01O7
2210,Y1Ba2Cu2.9Al0.1O6.93
2211,Y1Ba2Cu2.9Al0.1O7
2212,Y1Ba2Cu2.9Al0.1O7.1
2213,Y1Ba2Cu2.9Co0.1O6.82
2214,Y1Ba2Cu2.9Co0.1O6.89
2215,Y1Ba2Cu2.9Fe0.1O6.62
2216,Y1Ba2Cu2.9Fe0.1O6.64
2217,Y1Ba2Cu2.9Fe0.1O6.7
2218,Y1Ba2Cu2.9Fe0.1O6.72
2219,Y1Ba2Cu2.9Fe0.1O6.75
2220,Y1Ba2Cu2.9Fe0.1O6.8
2221,Y1Ba2Cu2.9Fe0.1O6.85
2222,Y1Ba2Cu2.9Fe0.1O6.9
2223,Y1Ba2Cu2.9Fe0.1O6.92
2224,Y1Ba2Cu2.9Fe0.1O6.929
2225,Y1Ba2Cu2.9Fe0.1O7
2226,Y1Ba2Cu2.9Fe0.1O7.293
2227,Y1Ba2Cu2.9Ga0.1O6.8
2228,Y1Ba2Cu2.9Gd0.1O7
2229,Y1Ba2Cu2.9Ni0.1O6.56
2230,Y1Ba2Cu2.9Ni0.1O6.61
2231,Y1Ba2Cu2.9Ni0.1O6.71
2232,Y1Ba2Cu2.9Ni0.1O6.77
2233,Y1Ba2Cu2.9Ni0.1O6.85
2234,Y1Ba2Cu2.9Ni0.1O6.87
2235,Y1Ba2Cu2.9Ni0.1O6.88
2236,Y1Ba2Cu2.9Ni0.1O6.92
2237,Y1Ba2Cu2.9Ni0.1O6.93
2238,Y1Ba2Cu2.9Ni0.1O6.95
2239,Y1Ba2Cu2.9Ni0.1O7
2240,Y1Ba2Cu2.9Sn0.1O7.28
2241,Y1Ba2Cu2.9Zn0.1O6.81
2242,Y1Ba2Cu2.9Zn0.1O6.85
2243,Y1Ba2Cu2.9Zn0.1O6.88
2244,Y1Ba2Cu2.9Zn0.1O6.93
2245,Y1Ba2Cu2.9Zn0.1O6.94
2246,Y1Ba2Cu2.9Zn0.1O6.99
2247,Y1Ba2Cu2.9Zn0.1O7
2248,Y1Ba2Cu3Br0.9O6.2
2249,Y1Ba2Cu3Cl1O6
2250,Y1Ba2Cu3F0.15O6.7
2251,Y1Ba2Cu3F0.1O6.7
2252,Y1Ba2Cu3F0.1O7
2253,Y1Ba2Cu3F0.25O6.7
2254,Y1Ba2Cu3F0.29O6.7
2255,Y1Ba2Cu3F0.2O7
2256,Y1Ba2Cu3F0.38O6.7
2257,Y1Ba2Cu3F0.76O6
2258,Y1Ba2Cu3F1.11O6
2259,Y1Ba2Cu3F1.26O6
2260,Y1Ba2Cu3F1.46O6
2261,Y1Ba2Cu3H0.06O6.91
2262,Y1Ba2Cu3H0.08O7
2263,Y1Ba2Cu3H0.13O7
2264,Y1Ba2Cu3H0.14O6.91
2265,Y1Ba2Cu3H0.14O7
2266,Y1Ba2Cu3H0.16O6.54
2267,Y1Ba2Cu3H0.19O7
2268,Y1Ba2Cu3H0.1O6.765
2269,Y1Ba2Cu3H0.1O6.795
2270,Y1Ba2Cu3H0.21O7
2271,Y1Ba2Cu3H0.24O6.765
2272,Y1Ba2Cu3H0.27O6.91
2273,Y1Ba2Cu3H0.2O6.795
2274,Y1Ba2Cu3H0.2O6.98
2275,Y1Ba2Cu3H0.2O7
2276,Y1Ba2Cu3H0.31O6.54
2277,Y1Ba2Cu3H0.32O6.91
2278,Y1Ba2Cu3H0.34O7
2279,Y1Ba2Cu3H0.38O7
2280,Y1Ba2Cu3H0.48O7
2281,Y1Ba2Cu3H0.49O7
2282,Y1Ba2Cu3H0.52O6.91
2283,Y1Ba2Cu3H0.53O6.54
2284,Y1Ba2Cu3H0.64O6.54
2285,Y1Ba2Cu3Li0.02O7
2286,Y1Ba2Cu3Li0.06O7
2287,Y1Ba2Cu3Li0.08O7
2288,Y1Ba2Cu3Li0.1O7
2289,Y1Ba2Cu3Li0.3O7
2290,Y1Ba2Cu3Li0.5O7
2291,Y1Ba2Cu3O6.5
2292,Y1Ba2Cu3O6.51
2293,Y1Ba2Cu3O6.516
2294,Y1Ba2Cu3O6.52
2295,Y1Ba2Cu3O6.53
2296,Y1Ba2Cu3O6.54
2297,Y1Ba2Cu3O6.546
2298,Y1Ba2Cu3O6.55
2299,Y1Ba2Cu3O6.556
2300,Y1Ba2Cu3O6.56
2301,Y1Ba2Cu3O6.57
2302,Y1Ba2Cu3O6.58
2303,Y1Ba2Cu3O6.59
2304,Y1Ba2Cu3O6.6
2305,Y1Ba2Cu3O6.602
2306,Y1Ba2Cu3O6.61
2307,Y1Ba2Cu3O6.62
2308,Y1Ba2Cu3O6.63
2309,Y1Ba2Cu3O6.64
2310,Y1Ba2Cu3O6.65
2311,Y1Ba2Cu3O6.66
2312,Y1Ba2Cu3O6.666
2313,Y1Ba2Cu3O6.67
2314,Y1Ba2Cu3O6.68
2315,Y1Ba2Cu3O6.69
2316,Y1Ba2Cu3O6.7
2317,Y1Ba2Cu3O6.702
2318,Y1Ba2Cu3O6.71
2319,Y1Ba2Cu3O6.72
2320,Y1Ba2Cu3O6.729
2321,Y1Ba2Cu3O6.73
2322,Y1Ba2Cu3O6.74
2323,Y1Ba2Cu3O6.75
2324,Y1Ba2Cu3O6.76
2325,Y1Ba2Cu3O6.765
2326,Y1Ba2Cu3O6.77
2327,Y1Ba2Cu3O6.773
2328,Y1Ba2Cu3O6.78
2329,Y1Ba2Cu3O6.791
2330,Y1Ba2Cu3O6.795
2331,Y1Ba2Cu3O6.8
2332,Y1Ba2Cu3O6.81
2333,Y1Ba2Cu3O6.82
2334,Y1Ba2Cu3O6.821
2335,Y1Ba2Cu3O6.828
2336,Y1Ba2Cu3O6.829
2337,Y1Ba2Cu3O6.83
2338,Y1Ba2Cu3O6.838
2339,Y1Ba2Cu3O6.84
2340,Y1Ba2Cu3O6.85
2341,Y1Ba2Cu3O6.852
2342,Y1Ba2Cu3O6.858
2343,Y1Ba2Cu3O6.86
2344,Y1Ba2Cu3O6.861
2345,Y1Ba2Cu3O6.869
2346,Y1Ba2Cu3O6.87
2347,Y1Ba2Cu3O6.876
2348,Y1Ba2Cu3O6.88
2349,Y1Ba2Cu3O6.883
2350,Y1Ba2Cu3O6.887
2351,Y1Ba2Cu3O6.89
2352,Y1Ba2Cu3O6.894
2353,Y1Ba2Cu3O6.9
2354,Y1Ba2Cu3O6.906
2355,Y1Ba2Cu3O6.91
2356,Y1Ba2Cu3O6.92
2357,Y1Ba2Cu3O6.93
2358,Y1Ba2Cu3O6.937
2359,Y1Ba2Cu3O6.939
2360,Y1Ba2Cu3O6.94
2361,Y1Ba2Cu3O6.95
2362,Y1Ba2Cu3O6.951
2363,Y1Ba2Cu3O6.955
2364,Y1Ba2Cu3O6.957
2365,Y1Ba2Cu3O6.96
2366,Y1Ba2Cu3O6.962
2367,Y1Ba2Cu3O6.965
2368,Y1Ba2Cu3O6.97
2369,Y1Ba2Cu3O6.98
2370,Y1Ba2Cu3O6.99
2371,Y1Ba2Cu3O6.995
2372,Y1Ba2Cu3O7
2373,Y1Ba2Cu3O7.01
2374,Y1Ba2Cu3O7.1
2375,Y1Ba2Cu3O7.19
2376,Y1Ba2Cu3S0.001O7
2377,Y1Ba2Cu3S0.03O7.12
2378,Y1Ba2Cu3S0.05O7
2379,Y1Ba2Cu3S0.06O7.23
2380,Y1Ba2Cu3S0.12O7.28
2381,Y1Ba2Cu3S1O6
2382,Y1Ba2Cu3Se0.05O7
2383,Y1La0.2Ba1.8Cu3O7.06
2384,Y1La0.2Ba1.8Cu3O7.16
2385,Y1La0.2Ba1.8Cu3O7.26
2386,Y1La0.2Ba1.8Cu3O7.36
2387,Y1La0.2Ba1.8Cu3O7.46
2388,Y1La0.2Ba1.8Cu3O7.49
2389,Y1La0.3Ba1.7Cu3O7
2390,Y1Re0.05Ba2Cu2.95O6.94
2391,Y1Re0.05Ba2Cu2.95O7.02
2392,Y1Re0.05Ba2Cu2.95O7.04
2393,Y1Re0.15Ba2Cu2.85O7.07
2394,Y1Re0.15Ba2Cu2.85O7.13
2395,Y1Re0.15Ba2Cu2.85O7.17
2396,Y1Re0.1Ba2Cu2.9O7
2397,Y1Re0.1Ba2Cu2.9O7.08
2398,Y1Re0.1Ba2Cu2.9O7.09
2399,Y1Sr0.4Ba1.6Cu2.5B0.5O7
2400,Y1Sr0.5Ba1.5Cu2.5B0.5O7
2401,Y1Sr0.6Ba1.4Cu2.5B0.5O7
2402,Y1Sr0.8Ba1.2Cu2.5B0.5O7
2403,Y1Sr1.2Ba0.8Cu2.5B0.5O7
2404,Y1Sr1.4Ba0.6Cu2.5B0.5O7
2405,Y1Sr1.55Ba0.45Cu2.5B0.5O7
2406,Y1Sr1Ba1Cu2.5B0.5O7
2407,Y1Sr2Cu2.65Fe0.35O6.7
2408,Y1Sr2Cu2.65Fe0.35O7.1
2409,Y1Sr2Cu2.65Ga0.35O6.6
2410,Y1Sr2Cu2.65Ga0.35O6.7
2411,Y1Sr2Cu2.65Mo0.35O7.2
2412,Y1Sr2Cu2.65Mo0.35O7.4
2413,Y1Sr2Cu2.65Ti0.35O6.8
2414,Y1Sr2Cu2.65Ti0.35O7.1
2415,Y1Sr2Cu2.675Ti0.325O6.6
2416,Y1Sr2Cu2.675Ti0.325O7.1
2417,Y1Sr2Cu2.6Fe0.4O7
2418,Y1Sr2Cu2.75Mo0.25O7.1
2419,Y1Sr2Cu2.75Re0.25O7
2420,Y1Sr2Cu2.75Re0.25O7.3
2421,Y1Sr2Cu2.75W0.25O6.9
2422,Y1Sr2Cu2.75W0.25O7.1
2423,Y1Sr2Cu2.7Co0.3O6.5
2424,Y1Sr2Cu2.7Co0.3O6.7
2425,Y1Sr2Cu2.7Fe0.3O6.9
2426,Y1Sr2Cu2.7Fe0.3O7.1
2427,Y1Sr2Cu2.7Mo0.3O7
2428,Y1Sr2Cu2.7Mo0.3O7.1
2429,Y1Sr2Cu2.7Re0.3O7.1
2430,Y1Sr2Cu2.7Re0.3O7.2
2431,Y1Sr2Cu2.7Ti0.3O6.7
2432,Y1Sr2Cu2.7Ti0.3O7
2433,Y1Sr2Cu2.7Ti0.3O7.144
2434,Y1Sr2Cu2.7Ti0.3O7.152
2435,Y1Sr2Cu2.7Ti0.3O7.224
2436,Y1Sr2Cu2.7W0.3O6.9
2437,Y1Sr2Cu2.85Re0.15O6.95
2438,Y1Sr2Cu2.85Re0.15O7
2439,Y1Sr2Cu2.85Re0.15O7.1
2440,Y1Sr2Cu2.8Mo0.2O7
2441,Y1Sr2Cu2.8Mo0.2O7.1
2442,Y1Sr2Cu2.8Re0.2O6.9
2443,Y1Sr2Cu2.8Re0.2O7
2444,Y1Sr2Cu2.8Re0.2O7.2
2445,Y1Sr2Cu2.8V0.2O6.5
2446,Y1Sr2Cu2.8W0.2O6.9
2447,Y1Sr2Cu2.8W0.2O7.2
2448,Y1Sr2Cu2Nb1O7
2449,Y1Sr2Cu3O6.92
2450,Y1Sr2Cu3O7.2
2451,Y1Sr2Cu3O7.5
2452,Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91
2453,Yb0.45Pr0.55Ba2Cu3O6.92
2454,Yb0.4Nd0.4Pr0.2Ba2Cu3O7
2455,Yb0.55Pr0.45Ba1.7Sr0.3Cu3O6.88
2456,Yb0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7
2457,Yb0.5Pr0.5Ba1.7Sr0.3Cu3O6.93
2458,Yb0.5Pr0.5Ba2Cu3O6.67
2459,Yb0.5Pr0.5Ba2Cu3O6.9
2460,Yb0.65Pr0.35Ba1.7Sr0.3Cu3O6.95
2461,Yb0.6Lu0.4Ba2Cu3O6.92
2462,Yb0.6Nd0.2Pr0.2Ba2Cu3O7
2463,Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93
2464,Yb0.6Pr0.4Ba2Cu3O6.91
2465,Yb0.75Pr0.25Ba1.7Sr0.3Cu3O6.92
2466,Yb0.75Pr0.25Ba2Cu3O7
2467,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.56
2468,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.73
2469,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.78
2470,Yb0.7Lu0.3Ba2Cu3O7
2471,Yb0.7Pr0.3Ba1.7Sr0.3Cu3O6.93
2472,Yb0.7Pr0.3Ba2Cu3O6.87
2473,Yb0.7Pr0.3Ba2Cu3O6.97
2474,Yb0.7Pr0.3Ba2Cu3O7
2475,Yb0.85Pr0.15Ba1.7Sr0.3Cu3O6.91
2476,Yb0.85Pr0.15Ba2Cu3O6.97
2477,Yb0.85Pr0.15Ba2Cu3O7
2478,Yb0.8Lu0.2Ba2Cu3O6.94
2479,Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92
2480,Yb0.8Pr0.2Ba2Cu3O6.88
2481,Yb0.8Pr0.2Ba2Cu3O6.97
2482,Yb0.8Pr0.2Ba2Cu3O7
2483,Yb0.8Sr0.2Ba2Cu3O7
2484,Yb0.925Pr0.075Ba2Cu3O6.97
2485,Yb0.92Pr0.08Ba2Cu3O7
2486,Yb0.94Pr0.06Ba2Cu3O7
2487,Yb0.95Pr0.05Ba1.7Sr0.3Cu3O6.91
2488,Yb0.95Pr0.05Ba2Cu3O6.9
2489,Yb0.96Pr0.04Ba2Cu3O7
2490,Yb0.98Pr0.02Ba2Cu3O7
2491,Yb0.995Pr0.05Ba2Cu3O6.97
2492,Yb0.9Ca0.1Ba1.6Sr0.4Cu3O6.89
2493,Yb0.9Lu0.1Ba2Cu3O7
2494,Yb0.9Pr0.1Ba1.7Sr0.3Cu3O6.9
2495,Yb0.9Pr0.1Ba2Cu3O6.92
2496,Yb0.9Pr0.1Ba2Cu3O6.97
2497,Yb0.9Pr0.1Ba2Cu3O7
2498,Yb1Ba1.6Sr0.4Cu3O6.88
2499,Yb1Ba1.7Sr0.3Cu3O6.9
2500,Yb1Ba2Cu2.7Ga0.3O7
2501,Yb1Ba2Cu2.85Ga0.15O7
2502,Yb1Ba2Cu2.8Ga0.2O7
2503,Yb1Ba2Cu2.92Zn0.08O7
2504,Yb1Ba2Cu2.943Zn0.057O6.9
2505,Yb1Ba2Cu2.94Zn0.06O7
2506,Yb1Ba2Cu2.95Ga0.05O7
2507,Yb1Ba2Cu2.96Zn0.04O7
2508,Yb1Ba2Cu2.982Zn0.018O6.9
2509,Yb1Ba2Cu2.98Zn0.02O7
2510,Yb1Ba2Cu2.99Zn0.01O7
2511,Yb1Ba2Cu2.9Ga0.1O7
2512,Yb1Ba2Cu3O6.71
2513,Yb1Ba2Cu3O6.9
2514,Yb1Ba2Cu3O6.93
2515,Yb1Ba2Cu3O6.95
2516,Yb1Ba2Cu3O6.97
2517,Yb1Ba2Cu3O7
